ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
8656a8b0e98f948bb13c0199f535bfec	d__Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	NA
ffb2c1af746056ff371db4faaa752507	d__Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	uncultured_Alphaproteobacteria
f70b57872579281be8795ff316da7824	d__Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	uncultured_bacterium
59b50d81c57b0ac996f79b7dc73679e5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	NA
2dfbe72d1e4e2a1b8698233be295fdef	d__Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured	uncultured_bacterium
c36549bbddddc3aa3ffcccd73a55a04d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	uncultured_bacterium
5e88989304bf0cde12cf8a2e6c9c5057	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter	NA
cbc8ca79561859eef1323f7b78e61b0c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter	uncultured_Gluconacetobacter
38cf93347f4ade8a7e022c5fff9470e4	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter	uncultured_bacterium
4f692b53bc7ee9a4e46d65412d545dc5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter	Acetobacteraceae_bacterium
ecdb69d2c8c0544c5fcd1e05127b761e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
e0daf907039583a9067914789d29e94f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
4b1115f2f0d6654f6655fa53e272e8d0	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
a51341f0383360824e05da5bb63d2f80	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella	NA
e4d48ac9b1335045533830ed6d8617ac	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella	NA
cbba4fb55a0a3f445969fa34fecc89d1	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
6664e832fd176a386c7360a22c727b49	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	NA
3665303e1fe2ae9d7b9b2dc29dec2cf4	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	NA
925097eecedd5b594c5185d84b80708f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	NA
5171843e25f74477c707a1eb5c00af81	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	NA
12f2f50a32c70a7dc0797df5d1a1dc7c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	NA
1626dcd3429d39b23b4f09bbb981ace7	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius	Roseomonas_sp.
a06677be647ae8ceb93e162457df4064	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA
0efc7d52973e8770fcbb3c08baea19a4	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_Paracraurococcus
2ed31b8ca9f4a1db35433e1cc032d633	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	uncultured_bacterium
6c58a326df0feca58b981e9e4ebb0554	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA
5fe725097c3b1b6cdde0ebb31d9cb680	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA
b25a292915ff708e2c35a6bfd2560b6c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	uncultured_bacterium
a53c599ad2ea0934852c9c0a029bc2b6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA
f41d2bcfb8667497105e804f5f223873	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	Acetobacteraceae_bacterium
9b3e884a4351ec8db59b632eb40fa4f5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	Craurococcus_sp.
5abda8acd6e79b9304e0d3918317397f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	uncultured_bacterium
d8ca06fd95f2000f6cb72fb49d8dd557	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
675cddbd5b959d291ce99dd44411f20a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
41fb169571f71a09099711b7f9c81bc6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_pecuniae
d25819fb8a4b2f16ba527cfea83d18ee	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_pecuniae
8a37f5462f62710cb16924cb586b073e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
78419efbdbc5531aedbc883036c35711	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
097160e824c8c7a5b3ec0cbfd8af5b51	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
2228925453f05f31ac661681aa9941d6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
e42e61906f2f9878e4f82166bf8f1a86	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
11d6d9656fe1631b1b3437d136f55488	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA
afec38ec75a0d8390efbb059a17a69c2	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA
74156bc7bbe60c92055e28f9e47f56b4	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	uncultured_bacterium
27be7eab74aaa0841e41e2d0e0803ec7	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	NA
5db21030bdd7858f3d88d7c0c2ad19d1	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	NA
5c4a38905a3a4dfd90ef1ae3478b657b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	uncultured_bacterium
cacf63efd2e979a72fd92ce15e836777	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA
ed06913bfb6564c2032440bf92d0f5a3	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA
ca36bd6498b530f611a2917257df2210	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_bacterium
10483504d0e2a0f5653b90afbb6cb40c	d__Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	Candidatus_Carsonella
2400ac03aa5d9731174e255ee92132f6	d__Bacteria	NA	NA	NA	NA	NA	NA
ddf35962b88c833d12a42c0855b133b5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
08578fc8fe4013ffae56edcb8aee5a4d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Diplazium_pycnocarpon
b8110a61ce2f6af058221eb370b215c2	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
630f779d78e36bc0ecbaaaccb1b4c844	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
d7ec4030ebd1eaf630f6cad5830e9662	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
a926e2dba6582506417b2b7ac1cad5cb	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fragaria_x
006447e914f38b29a86b92aab7b8145d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fragaria_x
b84ee2364b00f6073b81ce44217504f5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Fragaria_x
0251c873b9e6e76973408b336adeb8b2	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
371a76e8c18bf7811c0f1299ce9fcbec	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
47b2b1223d7d4207e0340988d37ca900	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
1c9e5f2d1e7fd315c8346cd76b4bfdb6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
7323f28da79c43975261bf628d9f4a8d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
e5716aaf5d7bf569d21090c02de1ffe9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
e9cbfc116f360488c1511eef4c7f19b9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
b1eb9522d23662657cd5b9e02a96e347	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
2efbf01909c1b8c4b79ae8655c50b949	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
1a445cb7db38c2604dc792dbe91e059f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
86b394556e3ff629b18106a842affe00	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
b220bf517e5078694409d128aa0fc5d9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
fe8b52a854181e2e440d42ffa2cd83a8	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
88a927a190b1423b1406f3746eabd0b6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
42d06841f5de3aca03238a5781452ebc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
0236242c1bd991ed5ff2b072739c9a8f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
636b1bad013fdad596fe39fd0216202f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
784a38a560dab9f2dde36b735f3670b5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
102c2423ad57d60605c7e3aa81128349	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
94ee97f7ac645cd3312e1401cfdbea00	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
0ebe3aa0ccdf468c4e6f2b0bda6ad67d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
034e30578bf25dfb6a667d3db2758c1c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
eb9d866bd6acfdd8096b50bacad65a8e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
0767cb7cae16a55313f0707f602d4a00	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
977e31b3f58a7a3a705456ef4c63a0a1	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
1884fb0c3e9007ffc8af2625a5e7f87c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
9d5aacb2cd576a8433985104b169fd46	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
6d226ab3a7ca4eaef04f5dbec99ac59d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
c537e706d258bf535dbe923d4c13b750	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
55e9d859cd6814527e42d651718bd62b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
52744a971602f4982249e89c38952713	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
226e953a1f4c8fcad650247be3807035	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
5323c6dd766d629cc750b0aabb4aaf72	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Triticum_aestivum
59dda3111163eb7affe703f9eee3db9e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
b0a6c67ebcf4f78f03ccf9c7bb037087	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
174be33d93aa22d41599ee9ab5663fad	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	NA
bc9ed4f83efef9b2aeded4ed936b7ec9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA
f679496869f1c3f684a7b15cf9e7b6d5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	metagenome
94d66a635f131c50c8a9eba9d1da366e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured	NA
f952b4a7db5ef3da66fd23cc071356ef	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ecfde18a508ec2ce5126cc5e79eeba4e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
db748cb9f6efffbf618eb44c63e4df9d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
62c5f465706b408c8683a240f8d3a13b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
b1d4ebc0fe98a3fa34b343ada6df970b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
d127ececc96374a53a07233df815ae3e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
5fc65c8d8a153e907662985a13263d35	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
32d5d9f9c5402cae0a95d17bb14c6376	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
252cfa5f6042bd0bb79702f35fcb0c49	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
95cceec344b8c36f1645a8970fef634a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
8126bb4ee9f7473f7967f8b2d1719c8e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
af94d5d59eed9fac6a4fa7dca10d1914	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
87e5b42a9042dc9df9051933edb62a25	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
727740fd0e618ef78dfb4b184230d2e7	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
7c280e81fd395a474fdc38ca15b75222	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA
64725bfa4903c58265e1eb1a50540adf	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	metagenome
a2ddc400c9b2bb83c61528fcb9d44307	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured_bacterium
594af2e82899ee056c94b22e5fc1921f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	NA
56855ba0cf581cda7543e5fde20ff65e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ab950a8d1877e24bb5dcda8077182f47	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
0b5a2a634b682228a8ccb85a217b5d25	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_adhaesivum
b192bcf4602268b74f2f47ee1201f7ec	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
886e3c2570f3d65c07a53d056e4c17bc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
b748239408480e44a20426d16cde3d80	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
a355ba76e08e855bba5d7531fe7a82bc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_jeotgali
13f32eba3b63edbbf5169bf74a696b73	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
10aa4868e5eeffdbdd6cf795d0a64adc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ea03aca16e5e6ad54430acc446cfba21	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
7fc26507128144056672c2a5e83b3d7e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
582822bee417246b02c6c7093d54c6b6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_soli
5595084e6ffba9ca371e9b2f83d5ca83	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
84716245f53ab2236b84538a9cdd74ed	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
69c50e5d9d83c3a1102f5989b436333a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
aa3d92f9aea4a4c4c43e19a80aa53577	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
b420e9c19326f2e88037552ed697062f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured_bacterium
b43dfdd57b513d2f2858a63fa010993c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured_bacterium
c76615c0fa48f0e5b2963d143bb29ff2	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	metagenome
c0db0997d1c0bf37f28eb6b5f5ae312b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	NA
0c802e8198c235731479f462fb17c095	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured_bacterium
aaf50964dd97e70c7d807268e1023a26	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured_bacterium
f07b2b3db13ae1ae72113e5b0bf921cf	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured_soil
2ef41be27767f0782181e306af78d284	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured_bacterium
ee925fe8e01ed1428445b255125c2d65	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
9bfe08c51b7a63c8130c31cf1c4c5665	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
b9cd9d804eb72dedc25d9215c73d0e30	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
f220055704d1767a246fae0d0f3b5c80	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
562a1b811cd0270411b23a063b734086	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA
e387d60d4ded0507c274fc24f13f983a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	NA
77d6a7db6de3bb1f15a02fdb36f90627	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA
b76fecf198a8be64c64d7786dbe258cc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	uncultured_bacterium
a552c538964597136b53d5f7881f41e1	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_Alphaproteobacteria
e2b617a58d3064f7cd32aedd651816de	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
c53215f72a5f346870f7e81352cdef29	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
7b81d5b62ba21715ea6538c4802278bf	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
44486fa0c05a3e874cf3a4803e6c45b9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
1162aa46a1f0969f9384876b8c1d6e90	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA
f4efb9a6084c8d74fb190fb3a89cb35c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	uncultured_bacterium
768b66f70a89b55e13e1d097eeb80b5a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
8f687168fefe4b3685fd5d82043db6a1	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA
eab1c65a5268e09e3cae105904d81f6d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA
e6c333964fe450a50ba4835114fce943	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	NA
8ec32e996576bb9f8866b4d7e72b4534	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	uncultured_bacterium
ef3312bbe2c56a7ae478328b274b3661	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA
c977b617392c396aff873d40e940b66c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA
ef5a2480e55d717d0c565e287f82a473	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
b4b7063294bd3dab488982c7d85c8526	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_Alphaproteobacteria
97eefedfc8ac1ee41ea719602fd896cc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
534ab5accff4725e1e1954f14adf9041	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
474f8f9d3e35a96df68fe77daecccc75	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
e9e5b87d6fda6f92299067655613e9dd	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	MN_122.2a	uncultured_bacterium
401ac6746357b7242e9fd8d2adef3b20	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
599fb3723f55904eb07dbf7b90e939ac	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured_bacterium
c709213e70b1275f0dd0d033f26f0c1a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
f0d6422802389d5f395106e927288857	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
6c4f77dd5fdfc234a8c1a45de20e9487	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
